public_key_impfzentrum,angebotenes_impfzentrum,strassen_name,hausnummer,postleitzahl,ort,scheduleSaturday,scheduleSunday,impfstoff,interval1to2,impfstoff_vorraetig,publicAppointment,termin_verfügbarkeit,location,lat,long
435081436678019,IZ Gifhorn Moderna,Schützenplatz,2,38518,Gifhorn,False,False,mRNA,42,Vergriffen,True,False,"Stadthalle Gifhorn, 2, Schützenplatz, Gifhorn, Niedersachsen, 38518, Deutschland",52.4854723,10.535624159191904
563274396521710,IZ Uelzen und Lüchow-Dannenberg, Am Schützenplatz,1,29525,Uelzen,True,True,mRNA,42,Verfügbar,True,True,"Stadthalle Uelzen, 1, Am Schützenplatz, Uelzen, Niedersachsen, 29525, Deutschland",52.9737508,10.5564773
915745288482899,Impfzentrum Hannover 1,Messegelände,25,30521,Hannover,True,True,mRNA,42,Verfügbar,True,True,"Messegelände Hannover, 2. Allee, Mittelfeld, Döhren-Wülfel, Hannover, Region Hannover, Niedersachsen, 30521, Deutschland",52.324640650000006,9.805649058557858
592018670564708,Impfzentrum Alfeld,Kalandstraße,19,31061,Alfeld / Leine,True,False,mRNA,42,Verfügbar,True,True,"Nikulka-Turnhalle, 19, Kalandstraße, Alfeld (Leine), Landkreis Hildesheim, Niedersachsen, 31061, Deutschland",51.98851025,9.83195490576751
598113516695810,IZ Hameln-Pyrmont,Reimerdeskamp,56,31787,Hameln,True,True,mRNA,42,Verfügbar,False,True,"Impfzentrum Landkreis Hameln, 56, Reimerdeskamp, Wehl, Kernstadt, Hameln, Landkreis Hameln-Pyrmont, Niedersachsen, 31787, Deutschland",52.1219321,9.3483326
894512314084652,IZ Holzminden,Zeppelinstraße,6,37603,Holzminden,False,False,mRNA,42,Verfügbar,False,True,"6, Zeppelinstraße, Bülte, Allersheim, Holzminden, Landkreis Holzminden, Niedersachsen, 37603, Deutschland",51.83995735,9.469101686795575
261545043568942,IZ Hildesheim - Stadt,Carl-Zeiss-Straße,17,31137,Hildesheim,True,True,mRNA,42,Verfügbar,False,True,"Tüpker, 17, Carl-Zeiss-Straße, Gewerbegebiet Himmelsthür, Himmelsthür, Hildesheim, Landkreis Hildesheim, Niedersachsen, 31137, Deutschland",52.167422849999994,9.919470614664245
350066453223259,IZ Peine,Woltorfer Straße,77a,31224,Peine,True,False,mRNA,42,Verfügbar,True,True,"Impfzentrum Landkreis Peine, 77a, Woltorfer Straße, Südstadt, Essinghausen, Peine, Landkreis Peine, Niedersachsen, 31224, Deutschland",52.3204731,10.2472964
469025339434589,IZ Schaumburg_B, Enzer Straße,19a,31655,Stadthagen,False,False,mRNA,42,Verfügbar,False,True,"Festhalle Stadthagen, 19A, Enzer Straße, Stadthagen, Landkreis Schaumburg, Niedersachsen, 31655, Deutschland",52.32305495,9.197586691966265
94175902481632,IZ Göttingen - Landkreis,Godehardstraße,11,37081,Göttingen,True,False,mRNA,42,Verfügbar,False,True,"Dauerausstellung ""Auf der Spur europäischer Zwangsarbeit. Südniedersachsen 1939-1945"", 11, Godehardstraße, Maschmühlenweg, Weststadt, Göttingen, Landkreis Göttingen, Niedersachsen, 37081, Deutschland",51.5395263,9.9241537
471597056879407,IZ Göttingen - Stadt,Anna-Vandenhoeck-Ring,13,37081,Göttingen,True,False,mRNA,42,Vergriffen,True,False,"13, Anna-Vandenhoeck-Ring, Siekhöhe, Grone, Göttingen, Landkreis Göttingen, Niedersachsen, 37081, Deutschland",51.5198672,9.8818206
659267970390714,IZ Northeim BioNtech,Medenheimer Str.,4,37154,Northeim,False,False,mRNA,42,Verfügbar,False,True,"Impfzentrum Landkreis Northeim, 4, Medenheimer Straße, Northeim, Landkreis Northeim, Niedersachsen, 37154, Deutschland",51.7058971,9.9959734
20284081030061,IZ Göttingen - Herzberg am Harz,Heidestraße,10,37412,Herzberg am Harz ,True,False,mRNA,42,Verfügbar,False,True,"Oberschule Herzberg, 10, Heidestraße, Wohngebiet Alt-Herzberg, Aue, Herzberg am Harz, Landkreis Göttingen, Niedersachsen, 37412, Deutschland",51.6524372,10.338666359631056
277235904992769,IZ Goslar,Eichenweg | Helmut-Sander-Sporthalle,Oker,38642,Goslar,True,False,mRNA,42,Verfügbar,False,True,,,
329871620236587,IZ Braunschweig,St. Leonhard,14,38102,Braunschweig,False,True,mRNA,42,Verfügbar,False,True,"Stadthalle, 14, St. Leonhard, Viewegsgarten- Bebelhof, Braunschweig, Niedersachsen, 38102, Deutschland",52.2576118,10.539209571824644
326314960300807,IZ Helmstedt,Kantstraße,27,38350,Helmstedt,False,False,mRNA,42,Verfügbar,False,True,"Impfzentrum Landkreis Helmstedt, 27, Kantstraße, Helmstedt, Landkreis Helmstedt, Niedersachsen, 38350, Deutschland",52.2189334,10.9989077
203727200353037,Impfzentrum Wolfenbüttel,Schweigerstraße,8,38302,Wolfenbüttel,False,False,mRNA,42,Vergriffen,True,False,"KOMM, 8, Schweigerstraße, Ahlumer Siedlung, Juliusstadt, Wendessen, Wolfenbüttel, Landkreis Wolfenbüttel, Niedersachsen, 38302, Deutschland",52.1670427,10.5698845
489870543448617,IZ Gifhorn BioNTech,Schützenplatz,2,38518,Gifhorn,True,True,mRNA,42,Verfügbar,False,True,"Stadthalle Gifhorn, 2, Schützenplatz, Gifhorn, Niedersachsen, 38518, Deutschland",52.4854723,10.535624159191904
952475010354691,IZ Salzgitter,Hans-Birnbaum-Straße,30-32,38229,Salzgitter,False,False,mRNA,42,Verfügbar,False,True,"Impfzentrum Stadt Salzgitter, 30-32, Hans-Birnbaum-Straße, Hallendorf, Ortschaft Ost, Salzgitter, Niedersachsen, 38229, Deutschland",52.1588149,10.3618254
722876336804322,IZ Wolfsburg  (Congresspark),Klieverhagen,46,38440,Wolfsburg,False,False,mRNA,42,Verfügbar,False,True,"Congress Park, 46, Klieverhagen, Stadtmitte, Wolfsburg, Niedersachsen, 38440, Deutschland",52.4174281,10.7793239
696657671596208,IZ Grafschaft Bentheim,Paulstraße,4-8,48529,Nordhorn,False,False,mRNA,42,Verfügbar,False,True,"Paulstraße, Altendorf, Nordhorn, Landkreis Grafschaft Bentheim, Niedersachsen, 48529, Deutschland",52.4277271,7.0651227
821510175771070,IZ Emsland - Lingen,Lindenstraße,24a,49808,Lingen (Ems),True,False,mRNA,42,Verfügbar,False,True,"EmslandArena, 24a, Lindenstraße, Reuschberge, Lingen (Ems), Landkreis Emsland, Niedersachsen, 49808, Deutschland",52.51393095,7.314027909708496
174496721381520,IZ Osnabrück - Stadt,Schlosswall,10,49080,Osnabrück,True,True,mRNA,42,Verfügbar,True,True,"Schlosswallhalle, 10, Schloßwall, Vordere Wüste, Wüste, Osnabrück, Niedersachsen, 49080, Deutschland",52.27072925,8.040702433575301
239504716203678,IZ Georgsmarienhütte,Leimbrink,1-3,49124,Georgsmarienhütte,True,False,mRNA,42,Verfügbar,False,True,"Leimbrink, Oesede, Harderberg, Georgsmarienhütte, Landkreis Osnabrück, Niedersachsen, 49124, Deutschland",52.2046019,8.0573642
608148005102689,IZ Osnabrück - Wallenhorst,Borsigstraße,2,49134,Wallenhorst,True,True,mRNA,42,Verfügbar,False,True,"Combi, 2, Borsigstraße, Wallenhorst, Landkreis Osnabrück, Niedersachsen, 49134, Deutschland",52.358159099999995,8.003997431470065
529482002941528,Impfzentrum Vechta,Robert-Bosch-Straße,1,49393,Lohne,True,True,mRNA,42,Verfügbar,True,True,"Impfzentrum Landkreis Vechta, 1, Robert-Bosch-Straße, Brockdorf, Lohne, Landkreis Vechta, Niedersachsen, 49393, Deutschland",52.6592411,8.1694601
